url;title;content
https://www.joongang.co.kr/article/25195382;"
황선우와 형들 일 냈다…한국수영 '황금세대' 첫 단체전 금메달
";"한국 수영의 '황금 세대'가 항저우에서 일을 냈다. 황선우(20·강원도청), 이호준(22·대구시청), 김우민(22) 양재훈(25·이상 강원도청)으로 구성된 남자 계영 대표팀이 한국 수영 사상 처음으로 아시안게임 단체전 금메달을 수확했다.   이들은 25일 중국 저장성 항저우 올림픽스포츠센터 수영장에서 열린 2022 항저우 아시안게임 경영 남자 계영 800ｍ 결선에서 7분01초73의 아시아신기록으로 가장 빨리 물살을 갈라 금메달을 목에 걸었다. 개인전이 아닌 단체전에서 한국 수영이 아시안게임 금메달을 딴 것은 이번 대회가 최초다. 강력한 라이벌이었던 중국은 7분03초40으로 은메달에 머물렀다.   계영 800ｍ는 선수 네 명이 자유형 200ｍ를 릴레이로 헤엄치는 종목이다. 한국은 첫 주자 양재훈이 첫 200ｍ를 2위(1분46초83)로 통과하면서 좋은 스타트를 끊었다. 두 번째 주자로 나선 이호준은 250ｍ 지점부터 곧바로 1위로 나섰고, 선두를 끝까지 유지한 채 배턴을 넘겼다. 세 번째 주자 김우민은 자신의 200ｍ 최고 기록인 1분44초50으로 임무를 마쳐 뒤따라오던 중국과의 격차를 더 벌렸다.   마지막 주자는 한국 수영의 에이스 황선우였다. 힘차게 물속으로 뛰어든 황선우는 무서운 속도로 거침없이 치고 나갔다. 자유형 100ｍ 금메달리스트인 중국의 최종 주자 판잔러가 열심히 뒤쫓았지만, 황선우의 스퍼트를 막기엔 역부족이었다. 황선우가 턴을 할 때마다 중국과 한국의 격차는 더 벌어졌다.   결국 황선우는 일본이 2009년 로마 세계선수권에서 남긴 종전 아시아 기록(7분02초26)을 14년 만에 0.53초 단축하면서 새 아시아 기록으로 터치패드를 찍었다. 결승점 앞에서 기다리던 동료 셋은 일제히 환호하면서 한국 수영 역사에 새 금빛 이정표를 세웠다.   대부분 20대 초중반 선수로 구성된 계영 대표팀은 대한수영연맹이 꾸린 '특별 전략 육성 선수단'의 일원으로 지난 2~3월 호주 골드코스트 전지훈련을 소화했다. 아시안게임 단체전 첫 금메달을 수확하기 위해 수영 강국 호주 대표팀 지도자 출신인 리처드 스칼스 코치에게 집중 지도를 받았다.   눈에 띄는 성과도 얻었다. 선수들 전원의 기록이 좋아졌고, 특히 이호준과 김우민이 크게 성장했다. 이들은 그 후 출전하는 대회마다 꾸준히 한국 신기록을 갈아치우면서 기세를 올렸다. 두 달 전 후쿠오카 세계선수권에서도 예선과 결선에서 차례로 한국 기록을 경신하며 세계 6위에 올랐다.   '결전의 날'을 앞두고도 여유가 넘쳤다. 선수들은 ""훈련 때 '이게 한국에서 나올 수 있는 기록이 맞나' 싶을 정도로 좋은 기록을 냈다. 다들 컨디션이 정말 좋다""고 입을 모았다. 그 자신감이 실전에서 결과로 이어졌다. 특출난 에이스 한 명에 의존하던 한국 수영이 마침내 새로운 르네상스를 맞이한 모양새다.   황선우는 경기 후 ""2년간 아시안게임을 위해 달려왔다. 아시아신기록과 함께 금메달을 얻게 돼 설명하기 힘들 정도로 좋다. 지원해주시고 응원해주신 모든 분과 팬들께 감사드린다""는 소감을 밝혔다. 이호준은 ""첫날부터 중국과 일본의 기세가 만만치 않아서 우리 선수들 모두 부담감을 느꼈다""며 ""1번 주자가 시작점을 잘 만들어준 것 같다. 이렇게 원하는 목표로 마무리할 수 있게 돼 정말 좋다""고 했다.   김우민은 ""이 순간만 보면서 한마음 한뜻으로 운동했는데, 아시아신기록이라는 엄청난 결과와 금메달을 얻게 됐다. 이 멤버들과 함께할 수 있어서 더 기쁘고 영광스럽다""며 기뻐했다. 양재훈은 ""이제 내년에 열릴 파리 올림픽까지 잘 준비하겠다""고 새로운 각오를 다졌다.항저우(중국)=배영은 기자 bae.youngeun@joongang.co.kr"
https://www.joongang.co.kr/article/25195381;"
손화연 해트트릭, 골 갈증 풀었다…필리핀에 5대 1승, 조 1위 8강
";아시안게임 사상 첫 금메달에 도전하는 여자축구대표팀이 필리핀을 상대로 다득점 승리를 거두며 토너먼트 승부를 앞두고 예열을 마쳤다.   콜린 벨(영국) 감독이 이끄는 한국은 25일 중국 원저우 스포츠센터 스타디움에서 열린 2022 항저우 아시안게임 여자축구 본선 조별리그 E조 2차전에서 해트트릭을 기록한 손화연의 맹활약을 앞세워 필리핀에 5-1로 이겼다. 지난 22일 미얀마를 상대로 3-0으로 승리한 데이어 다득점 2연승으로 기세를 높였다.   승점을 6점으로 끌어올린 한국은 오는 28일 홍콩전 결과와 상관 없이 E조 1위와 8강 진출을 한꺼번에 확정 지었다. 한국은 추후 토너먼트에서 D조 2위나 C조 1위와 8강에서 만난다. C조 1위와 만나는 것으로 대진표가 짜여질 경우 북한과 만날 가능성이 높아 8강전을 남북대결로 치를 전망이다.                        미얀마전과 마찬가지로 손화연을 최전방 스트라이커로 기용하는 공격적인 선수 구성을 선보인 한국은 전반 초반 어수선한 상황에서 필리핀에게 먼저 일격을 당하며 불안하게 출발했다. 전반 8분 속공을 시도한 필리핀의 사리나 볼든이 한국 위험지역 정면에서 넘어지며 슈팅한 볼이 골 네트를 흔들었다.   자칫 흔들릴 수도 있는 상황이었지만 한국은 3분 만에 동점골을 터뜨리며 승부의 균형을 되찾았다. 필리핀 문전 앞 혼전 상황에서 튀어 오른 볼을 정면에 있던 천가람이 논스톱 오른발 하프발리 슈팅으로 연결해 득점포를 터뜨렸다.   기세가 오른 한국은 파상 공세를 이어갔다. 전반 45분에 한 골을 보태며 2-1로 앞선 채 전반을 마쳤다. 왼쪽 측면에서 올린 크로스를 정면에 있던 손화연이 솟구쳐 올라 머리로 받아 넣었다.                        한국은 후반에도 3골을 보탰다. 천가람이 얻어낸 페널티킥 찬스에서 키커로 나선 지소연이 후반 7분 위력적인 슈팅으로 골을 추가했다. 이날 A매치 개인 통산 150번째 경기에 출장한 지소연이 대기록을 득점포로 자축하는 순간이었다. 개인 통산 69호골을 기록한 지소연은 1골을 보태면 한국 축구 역사 최초로 A매치 70골 고지에 오른다.   이후 손화연의 원맨쇼가 이어졌다. 후반 11분과 후반 25분 연속 골을 터뜨리며 해트트릭을 완성했다. 손화연은 벨호의 스트라이커로 꾸준히 출장하고 있지만, 그동안 무득점 부진이 이어져 가슴앓이를 했다. 지난해 2월 아시아축구연맹(AFC) 여자 아시안컵 4강전 이후 햇수로는 1년 7개월, A매치 횟수로는 17경기 연속 골 맛을 보지 못했다.   공교롭게도 필리핀이 손화연의 부활 상대로 나섰다. 손화연이 앞서 마지막으로 골 맛을 본 경기도 필리핀전, 해트트릭과 함께 화려하게 부활한 경기도 필리핀전이었다.송지훈 기자 song.jihoon@joongang.co.kr
https://www.joongang.co.kr/article/25195377;"
""형이 그때 왜 울었는지 알겠다"" 구본길 꺾은 오상욱의 포옹
";"펜싱 남자 사브르의 간판 오상욱(27)이 5년 만의 '리턴 매치'에서 대표팀 선배 구본길(34)을 꺾고 첫 아시안게임 금빛 찌르기에 성공했다.   오상욱은 25일 중국 항저우 전자대학 체육관에서 2022 항저우 아시안게임 남자 사브르 개인전 결승에서 구본길을 15-7로 물리쳤다. 오상욱은 첫 아시안게임 출전이었던 2018 자카르타-팔렘방 대회 당시 개인전 결승에서 구본길에 패해 은메달에 그쳤다. 오상욱은 개인전에서 은메달에 그쳤지만 같은 대회 단체전에서 금메달을 차지해 병역 면제 혜택을 받았다.   5년이 흘러 다시 아시안게임 결승 무대에서 구본길과 맞붙은 오상욱은 패배를 설욕하고 생애 첫 아시안게임 개인전 금메달을 목에 걸었다. 2010년 광저우, 2014년 인천, 자카르타-팔렘방 대회에 이어 개인전 4회 연속 우승을 노린 구본길은 이번엔 오상욱을 넘지 못하고 은메달에 만족해야 했다.        전날 여자 에페(최인정 금, 송세라 은)에 이어 이틀 연속 개인전 금메달을 두고 '집안싸움' 펼친 한국은 펜싱 최강국의 입지를 재확인했다. 한국 펜싱은 대회 초반 이틀 동안 금 2개, 은 2개, 동 1개를 수확했다. 전날 최인정과 송세라가 여자 에페 개인전 금, 은메달을 나눠 가졌고, 이날 남자 사브르의 금·은메달과 여자 플뢰레 개인전에서 홍세나의 동메달을 추가했다.   16강전에서 아델 알무타이리(사우디아라비아)를 15-6, 8강전에서 무사 아이무라토프(우즈베키스탄)를 15-11로 가볍게 물리친 오상욱은 모하마드 라흐바리(이란)와의 준결승전도 15-11로 여유 있게 이기며 금메달에 대한 기대감을 높였다. 반면 구본길은 초반부터 흔들리며 세대 교체를 예고했다. 16강에서 나자르바이 사타르칸(카자흐스탄)을 15-6으로 제압한 뒤 개최국 중국의 선전펑과 만난 8강전에서 뜻밖의 고전 끝에 15-14로 진땀승을 거뒀다. 유시프 알샤믈란(쿠웨이트)과의 준결승전에서도 1-5까지 끌려다니다가 15-10으로 역전하며 간신히 결승에 올랐다.   결승 초반은 접전이었다. 오상욱이 한 박자 빠른 공격으로 두 점을 먼저 내자 구본길이 두 점을 따라잡아 균형을 맞췄다. 승부는 중반에 갈렸다. 6-7로 밀리던 오상욱이 1m90㎝가 넘는 큰 키를 활용한 과감한 런지 동작 등을 앞세워 내리 9점을 뽑아내며 승리를 확정했다.        오상욱은 ""솔직히 처음에는 긴장을 많이 했다. 자카르타에서 (구)본길이 형에게 졌을 때 후회가 많이 남았다. 이번엔 지더라도 내 기술을 다 하고 지자는 생각으로 했더니 여유가 생겼다""고 밝혔다. 그러면서 ""본길이 형이 (4연패라는) 더 큰 기록이 걸려있어서 평소보다 긴장을 한 것 같다. 나에게 운이 따랐다""면서 ""지난 대회 때 (구)본길이 형이 나를 이기고 울었는데, 그 마음을 조금 알 것 같다. 형을 이기면 마냥 좋을 줄 알았는데, 그렇지 않다""고 털어놨다.   구본길은 ""아쉬운 마음은 없다. 후배인 (오)상욱이가 금메달을 획득한 것이 내가 4연속 우승을 차지한 것만큼 기쁘다""면서 ""개인전 4연속 우승에 도전한 것 자체가 영광이다. 남은 단체전에서 금메달을 따도록 노력하겠다""고 밝혔다.   오상욱은 구본길을 잇는 한국 펜싱의 간판스타다. 이날 우승으로 아시안게임 개인·단체전과 올림픽 단체전 금메달을 모두 땄다. 세계랭킹 1위도 차지한 적 있다. 외모까지 빼어나 '펜싱 아이돌'로 불린다. 하지만 그가 아직 손에 쥐지 못한 건 올림픽 개인전 금메달이다. 구본길은 ""상욱이가 부상(지난해 11월 발목 인대 수술)을 겪고서 돌아왔는데, 지금은 다치기 전의 기량을 회복했다고 본다""며 ""내년 파리 올림픽도 문제없을 것""이라고 평가했다.항저우=피주영 기자 akapj@joongang.co.kr"
https://www.joongang.co.kr/article/25195376;"
[속보] 한국 수영 남자 계영 800m 첫 금메달, 아시아 신기록
";한국 수영 대표팀이 사상 처음으로 아시안게임에서 단체전 금메달을 획득했다.   25일 한국 수영 남자 대표팀은 중국 저장성 항저우 올림픽센터 수영장에서 열린 항저우 아시안게임 수영 경영 남자 계영 800ｍ 결선에서 7분01초73의 아시아 신기록을 세우며 우승했다.   ‘황금세대’로 불리는 대표팀은 결승에서 양재훈(25·강원도청), 이호준(22·대구시청), 김우민(22·강원도청), 황선우(20·강원도청) 순으로 역영했다.   지금까지 수영 단체전인 계영에서 은메달만 4개(1990년 베이징 여자 계영 400m, 1994년 히로시마 남자 계영 800m, 2010년 광저우 남자 혼계영 400ｍ, 2014년 인천 여자 혼계영 400ｍ)를 땄던 한국은 항저우에서 새 역사를 썼다.   개최국 중국(왕순, 뉴광성, 양하오위, 판잔러)은 2010년 광저우 대회 이후 13년 만의 정상 탈환을 노렸지만, 7분03초40으로 은메달을 땄다.임성빈 기자 im.soungbin@joongang.co.kr
https://www.joongang.co.kr/article/25195371;"
[속보] 펜싱 오상욱, 사브르 금…4연패 노린 구본길은 은메달
";한국 펜싱 사브르 대표 오상욱(대전시청)이 항저우 아시안게임 개인전 결승에서 대표팀 선배 구본길(국민체육진흥공단)을 이겨내고 금메달을 차지했다.   오상욱은 25일 중국 항저우 전자대학 체육관에서 열린 대회 남자 사브르 개인전 결승에서 구본길을 15-7로 제압하고 우승했다.   오상욱은 처음 출전한 아시안게임인 2018 자카르타·팔렘방 대회 구본길과의 결승전 당시 한 점 차 접전에서 패하며 은메달을 목에 걸었지만, 5년 만에 다시 성사된 구본길과의 결승 맞대결에서 승리하며 첫 아시안게임 개인전 우승을 이뤘다.   구본길은 2010년 광저우, 2014년 인천, 2018년 자카르타·팔렘방 대회에 이어 개인전 4회 연속 우승을 노렸지만 이번엔 은메달을 땄다.임성빈 기자 im.soungbin@joongang.co.kr
https://www.joongang.co.kr/article/25195370;"
21세 지유찬, 자유형 50m 깜짝 금메달…또 AG 기록 깼다
";지유찬(21·대구시청)이 항저우 아시안게임 수영에서 첫 금메달을 따냈다.   지유찬은 25일 중국 저장성 항저우 올림픽 스포츠센터 수영장에서 열린 대회 남자 자유형 50ｍ 결승에서 21초72를 기록해 우승을 차지했다.   예선에서 21초84로 대회 기록(종전 21초94)과 한국 기록(종전 22초16)을 모두 경신하며 1위에 오른 지유찬은 결승에서 기록을 더 단축했다.   한국 선수가 아시안게임 남자 자유형 50ｍ에서 우승한 것은 2002년 부산 대회 김민석(공동 1위)이 이후 21년 만이자 역대 두 번째다.임성빈 기자 im.soungbin@joongang.co.kr
https://www.joongang.co.kr/article/25195369;"
5초 남기고 3점차 뒤집었다…장준 태권도, 겨루기 첫 금메달
";경량급 간판 장준(23·한국가스공사)이 항저우 아시안게임 태권도에서 첫 금메달을 따냈다.   장준은 25일 중국 항저우 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 남자 겨루기 58㎏급 결승에서 이란의 신예 마흐디 하지모사에이나포티(이란)를 라운드 점수 2-0으로 꺾고 금메달을 목에 걸었다. 1라운드에서 접전 끝에 5-4로 승리한 뒤 2라운드에서도 드라마 같은 역전승을 거두며 4-3으로 끝냈다. 경기 종료 5.6초를 남기고 1-4로 뒤져 패색이 짙었지만, 장준은 회심의 머리 공격으로 3점을 추가해 4-4를 만들며 벼랑 끝에서 살아났다. 당황한 마흐디가 공격을 시도하려다 넘어지는 바람에 1점 감점까지 당해 장준이 극적인 역전승을 거뒀다. 태권도 겨루기에서는 1, 2라운드 점수를 합산하지 않고 라운드당 승패만으로 승부를 가린다.   장준은 16강전부터 결승전까지 4경기를 모두 라운드 점수 2-0으로 마무리하며 압도적 기량을 과시했다. 모흐센 레자이(아프가니스탄)와의 4강전 2라운드에서는 1분35초를 남기고 1-10까지 밀렸지만, 남은 시간 상대 머리를 3연타하는 등 대반격을 펼친 끝에 14-10으로 스코어를 뒤집었다. 항저우 아시안게임 태권도 겨루기에는 남녀 개인전과 혼성 단체전을 합쳐 총 11개의 금메달이 걸려 있다.                        장준은 가진 게 많은 선수다. 체급(58㎏)에 비해 큰 키(1m82㎝)가 돋보인다. 타점 높은 발차기가 주무기다. 강한 체력에 유연성과 기술, 근성까지 겸비했다. ‘미스터 태권도’로 불린 이대훈(현 태권도 대표팀 코치)이 은퇴한 이후 한국 태권도를 이끌어 나갈 후계자로 첫손에 꼽힌다.   2년 전 도쿄 올림픽에서 동메달에 그친 게 심기일전의 계기가 됐다. 당시 4강에서 무명이던 무함마드 칼릴 젠두비(튀니지)에게 19-25로 패해 결승 문턱에서 도전을 멈췄다. 국내외 태권도계에서 “58㎏급 최강자는 장준”이라고 입을 모은 게 오히려 부담으로 작용했다.   장준은 “당시 코로나19로 국제대회에 참가하지 못해 실전 감각이 무뎌진 상태였다”면서 “올림픽이 열린 경기장에 서보니 코트가 하나뿐이었다. 모두의 시선이 한곳에 모이는 구조였는데, 그 압도적인 분위기를 견뎌내지 못했다”고 털어놓았다.   이번 대회에서 금메달을 땄지만, 마음을 놓긴 이르다. 세계랭킹 3위 장준이 내년 파리올림픽 출전권을 거머쥐려면 치열한 국내 경쟁을 통과해야 한다. 같은 체급에 랭킹 4위 박태준(경희대), 6위 배준서(강화군청) 등 월드 클래스 경쟁자들이 즐비하다.   장준은 “지금은 지키는 입장이 됐지만, 나도 밑에서부터 치고 올라온 경험이 있다”면서 “상대의 기세를 의식하지 않고 내 흐름을 유지하는 게 중요하다. 라이벌이 있기에 나도 성장할 수 있다”고 말했다.        내년 파리올림픽에서 금메달을 목에 건 뒤 하고 싶은 일도 미리 정해 놓았다. 메달을 목에 걸고 프랑스 프로축구 파리생제르맹(PSG)의 홈구장(파르크 데 프랭스)을 방문해 축구 경기를 관전하는 게 꿈이다.   아시안게임 금메달리스트의 첫 식사는 라면이다. 장준은 경기에 앞서 “어릴 땐 체중 조절을 할 필요가 없었지만, 지금은 근육량이 늘어 대회 한 달 전부터 식이요법을 한다”고 털어놓았다. 그는 이어 “해외에서 열리는 대회에 참가하면 경기를 마친 날 저녁에 무조건 라면을 먹는다. (금메달을 목에 건 뒤) 매콤하고 짭짤한 라면의 유혹에 기분 좋게 넘어갈 것”이라며 웃었다.   한편 정유진(청주시청), 하광철(부산시청), 곽용빈(충남체육회)으로 구성된 한국 사격 대표팀은 이날 항저우 푸양 인후 스포츠센터에서 열린 사격 남자 10ｍ 러닝타깃 단체전에서 1668점을 기록, 금메달을 차지했다. 한국은 2위 북한(1668점)과 총점은 같았지만, 이너텐(Inner Ten·10점 정중앙) 횟수에서 앞서 금메달을 땄다.송지훈 기자 song.jihoon@joongang.co.kr
https://www.joongang.co.kr/article/25195367;"
남자 탁구 단체전 결승 진출… 오준성-오상은 부자 결승 진출 진기록
";남자 탁구 대표팀이 2022 항저우 아시안게임 남자 단체전 결승에 진출했다.   한국은 25일 중국 항저우의 궁수 캐널 스포츠파크 체육관에서 열린 대회 탁구 남자 단체전에서 알라미안 형제를 앞세운 난적 이란에 매치 스코어 3-0으로 승리했다. 이로써 한국 남자 탁구는 1986년 서울 대회부터 10회 연속 단체전 결승에 진출했다. 역대 최초다.        한국은 1단식에 나선 세계랭킹 17위 임종훈(26·한국거래소)이 니마 알라미안을 상대로 풀세트 접전 끝 3-2(11-8, 11-5, 9-11, 11-13, 11-9)로 힘겹게 이겼다. 2단식에 나선 장우진(28·미래에셋증권)도 노사드 알라미안을 만나 첫 세트를 내주는 등 어려운 경기 끝에 3-2(9-11, 11-5, 11-4, 8-11, 11-8)로 이겼다.   3단식에 나선 박강현(27·한국수자원공사)은 세예다미르호세인 호다에이를 상대로 29분 만에 3-0(11-9, 11-7, 11-5)으로 승리, 결승 진출을 확정하고 자존심도 세웠다. 남자 대표팀은 중국과 대만의 4강전 승자와 26일 결승전을 치른다. 결승 상대는 중국-대만전 승자다.        한편 오준성(17·대광고)은 아버지 오상은(미래에셋 코치)에 이어 아시안게임에서 부자(父子)가 결승에 오르는 진기록을 세웠다. 오상은 코치는 현역 시절 아시안게임에서 은메달 7개, 동메달 2개를 따냈다.김효경 기자 kaypubb@joongang.co.kr
https://www.joongang.co.kr/article/25195363;"
'부상 투혼' 이준환, 값진 은메달...아픈 허리 진통제 맞고 메쳤다
";"'진통제 투혼'을 펼친 이준환(21·세계랭킹 6위)이 한국 유도에 값진 은메달을 안겼다.    이준환은 25일 중국 저장성 항저우 샤오산 린푸 체육관에서 열린 항저우 아시안게임 남자 81㎏급 결승에서 소몬 막메드베코프(24·세계 15위·타지키스탄)에 허벅다리 되치기 절반패를 당했다. 이로써 이준환은 생애 첫 아시안게임에서 은메달을 목에 걸었다. 경기 후 이준환은 얼굴을 찡그렸다. 한참 동안 거친 숨을 몰아쉬었다. 다리도 절뚝였다. 힘든 것이 아니었다. 허리 부상 때문이었다.   그는 아시안게임 준비가 한창이던 지난 6월 허리를 다쳤다. 근육이 크게 손상되는 부상이었다. 여기에 손가락 인대 부상까지 겹친 탓에 지난 6월 청두 유니버시아드에서 일찌감치 탈락했다.         하지만 아시안게임을 앞두고 휴식을 취할 순 없었다. 진통제를 맞으며 훈련을 계속했다. 이날도 결승전을 1시간 앞두고 허리에 진통제 주사를 맞았다. 준결승에서 무리해서 허리를 쓰다 움직이기 어려운 상태까지 갔기 때문이다. 통증 때문에 결승을 앞두고 기술 훈련은커녕 몸 풀 엄두도 못 냈다.    이준환은 ""안 아픈 곳이 없다. 테이핑을 하지 않으면 양 손가락으로 물체를 잡지 못할 만큼 통증이 심하다. 아무래도 몇 군데 인대가 파열된 것 같다""면서 ""'당장 수술하자'는 의사의 말을 들을까 두려워 병원에 가지 않았다. 난 어떤 상황에서도 아시안게임 금메달을 따야 했다""고 털어놨다.   그러면서도 그는 ""최선을 다했기에 후회는 없다. 대신 여기서 멈추지 않고 꿈을 향해 더 열심히 나아가겠다""면서 ""내 진짜 목표는 내년 파리올림픽 금메달이다. 한국으로 돌아가 고장난 몸을 고친 뒤, 올림픽 준비에 돌입할 것""이라고 말했다. 황희태 대표팀 감독은 ""투혼으로 이뤄낸 은메달, 금메달 100개보다 값지다""고 칭찬했다.    이준환은 혜성처럼 나타난 특급 신인이다. 지난해 3월 처음 태극마크를 달았는데 불과 1년여 만에 한국 유도의 '간판'으로 성장했다. 특히 한국 선수로는 보기 드물게 유도 종주국이자 최강국인 일본에 강한 면모를 보인다. 그는 일본의 에이스이자 2020 도쿄올림픽 금메달리스트 나가세 다카노리를 두 차례(2022 몽골 그랜드슬램 3회전, 2023 세계선수권 8강)나 꺾었다.         이준환은 항저우 아시안게임 결승으로 가는 승부처에서도 '일본 킬러'의 면모를 과시했다. 준결승에서 일본의 특급 유망주 오이노 유헤이(22)를 상대로 10분29초(연장 포함)간의 혈투 끝에 지도승을 거뒀다. 한국 유도 특유의 강철 체력을 앞세워 끈질기게 몰아친 덕분이다. 지친 오이노는 수비만 하다 소극적인 플레이로 세 번째 지도를 받고 패했다.    중국어를 배우기 위해 초등학교 2학년 때부터 6학년 때까지 대구의 화교학교에 다녔다는 이준환은 경기 후 유창한 중국어로 ""인연이 있는 중국에서 금메달을 땄다면 정말 좋았을 것""이라면서 ""이제부터 시작이다. 응원해주신 분들께 보답하기 위해 파리올림픽에선 금메달을 따겠다. 꼭 지켜봐 달라""고 말했다.    한국 유도는 이준환의 은메달 외에도 이날 동메달 2개(여자 52㎏급 박은송, 여자 63㎏급 김지정)를 추가했다. 북한의 문성희(21)는 여자 70㎏급 결승에서 일본의 시호 다나카에게 한판패를 당해 은메달을 땄다.항저우=피주영 기자 akapj@joongang.co.kr"
https://www.joongang.co.kr/article/25195362;"
윤아, 유도 동메달 정예린에 ""축하해! 멋지다""…무슨 인연
";"소녀시대 윤아가 2022 항저우 아시안게임 유도 여자 52㎏급에서 동메달을 획득한 정예린(27·인천시청)에게 축하를 보냈다.   윤아는 25일 인스타그램에 정예린이 시상대에서 동메달을 걸고 있는 사진과 함께 ""축하해! 멋지다 예린아""라는 메시지를 적어 공유했다.   또 JTBC 예능 프로그램 '효리네 민박' 해시태그와 함께 ""귀여웠던 유도부""라는 설명도 덧붙였다.   두 사람은 지난 2018년 2월 방송된 JTBC '효리네 민박2'을 통해 인연을 맺었다.   정예린은 전날 동메달 결정전에서 갈리야 틴바예바(카자흐스탄)를 상대로 허벅다리걸기 절반승을 거뒀다.정혜정 기자 jeong.hyejeong@joongang.co.kr"
