url;title;content
https://www.donga.com/news/Culture/article/all/20230926/121394753/1;‘황금세대’ 김우민 자유형 1500m 은메달, 박태환 이후 13년 만…황선우 가세한 남자 대표팀, 혼계영 400m 은메달 ;자유형 ‘황금세대’의 한 축인 김우민(22)이 개인전 첫 출전 종목에서 은메달을 목에 걸었다.김우민은 26일 중국 항저우 올림픽 스포츠센터에서 열린 아시안게임 수영 남자 자유형 1500m에서 15분1초07로 2위에 올랐다. 아시안게임 남자 자유형 1500m 메달은 2010년 광저우 대회에서 박태환(34)이 은메달을 획득한 이후 13년 만이다. 금메달은 14분55초47을 기록한 중국의 페이리웨이(20), 동메달은 일본의 다케다 쇼고(28·15분3초29)에게 돌아갔다.예선 없이 단판으로 치러 순위를 매기는 자유형 1500m에서 ‘빠른 조(Fast Heat)’로 분류되는 2조의 3번 레인에서 레이스를 한 김우민은 8명 중 가장 먼저 물에 들어가 첫 50m 구간부터 1위에 오른 이후 400m까지 선두를 유지했다. 하지만 450m 구간에서 중국의 페이리웨이(20)에게 선두를 내준 이후 이 순위가 레이스 끝까지 유지됐다.경기 후 김우민은 “계영 800m 금메달을 목표로 단거리, 중거리 위주의 훈련을 해왔다. 그래서 스피드는 자신 있다고 생각했는데 체력이 개인적으로 과제였다. 중후반부터 체력이 좀 쳐졌다”며 아쉬워했다. 김우민의 자유형 1500m 개인 최고기록은 지난해 전국체육대회에서 기록했던 14분54초25다. 14분54초대 기록만 나왔어도 금메달을 얻을 수 있었기에 김우민으로서는 아쉬울 만했다. 이어 “어제 금메달을 따고 기쁜 마음에 동료들과 이야기를 나누다 늦게 잤다”며 멋쩍게 웃은 김우민은 “가장 약점이라고 생각했던 1500m에서 메달을 획득해 기쁘다. 남은 대회에서 회복을 열심히 해서 좋은 기록을 내겠다”고 말했다.한국수영 최초의 아시안게임 4관왕을 목표로 했던 김우민의 목표는 좌절됐지만 다관왕 꿈이 꺾인 건 아니다. 김우민은 28일 남자 자유형 800m, 29일 자유형 400m에서 금 도전에 나선다. 여기서 모두 우승할 경우 아시안게임 수영에서 2차례 3관왕에 올랐던 박태환과 어깨를 나란히 할 수 있다. 김우민은 “주 종목인 자유형 400m는 개인기록 경신이 목표다. 자유형 800m에서는 후쿠오카 세계선수권대회에서 한국기록(7분47초69)을 세웠는데, 그 느낌을 기억하며 레이스를 할 거다”라고 힘줘 말했다.이주호(29·배영) 최동열(24·평영) 김영범(17·접영) 황선우(20·자유형)로 구성된 남자 대표팀도 같은 날 혼계영 400m에서 3분32초05의 한국기록을 세우며 은메달을 획득했다. 올해 7월 후쿠오카 세계선수권대회 당시 같은 멤버로 출전해 세운 종전 한국기록(3분34초25)을 2초 이상 앞당겼다. 3분27초01의 아시아기록을 세운 중국이 금메달을, 일본(3분32초52)이 동메달을 가져갔다.아시안게임 3관왕을 목표로 주 종목인 자유형 100m, 200m와 계영 800m에 집중할 계획이었던 황선우는 이날 결선에 나서 마지막 역영을 펼치며 단체전 은메달에 힘을 보탰다. 황선우는 “이번 아시안게임은 (한국의 전력이 좋아) 굳이 예선을 안 뛰어도 될 상황이었기에 컨디션 관리하는 부분이 괜찮았다. 항저우 대회를 앞두고 단체전은 다 출전해보기로 마음먹었다”고 설명했다. 이날까지 3종목에 출전한 황선우는 금메달, 은메달, 동메달을 획득했다앞서 여자 배영 200m 결선에 오른 이은지(17)는 2분9초75의 기록으로 중국의 펑쉬웨이(20·2분7초28), 리우야신(24·2분8초70)에 이어 동메달을 획득했다. 1998년 방콕 대회 당시 심민지가 이 종목에서 동메달을 딴 이후 25년 만이다. ‘아시아의 인어’로 불렸던 최윤희가 1982년 뉴델리 대회, 1986년 서울 대회에서 이 종목 2연패를 달성했는데, 이은지는 최윤희, 심민지에 이어 아시안게임 여자 배영 200m 세 번째 메달리스트로 이름을 올렸다.항저우=김배중 기자 wanted@donga.com
https://www.donga.com/news/Sports/article/all/20230926/121393278/1;남녀 핸드볼서 양궁까지…태극전사 이끄는 외국인 지도자들 ;한국과 우즈베키스탄의 항저우 아시안게임 핸드볼 여자 조별리그 1차전이 열린 25일 저장사범대 샤오산체육관. 한 외국인이 한국 대표팀 벤치 앞에 서서 한국어로 “공격!”, “수비!” 등을 외치며 팔을 휘저었다. 골이 들어가면 “멋있어요!”라며 박수도 쳤다. 한국 대표팀 지휘봉을 잡고 있는 헨리크 시그넬 감독(47·스웨덴)이다.한국 여자 핸드볼은 올림픽에서 금 2개, 은 3개, 동메달 1개를 따냈지만 2010년대 이후 국제무대에서 이렇다 할 성과를 올리지 못했다. 이에 대한핸드볼협회는 외국인 감독을 선임하면서 국제 경쟁력 강화에 나섰다. 시그넬 감독은 올해 4월 외국인으로는 두 번째로 한국 여자 핸드볼 대표팀 사령탑에 부임했다. 협회 관계자는 “(시그넬 감독이) 남녀 대표팀과 클럽팀 지도자를 두루 경험해 전술이 다양하다. 또 한국을 이해하고 이에 맞춰 유럽 스타일을 접목하려는 등 열의가 있다”고 설명했다. 핸드볼은 남자 대표팀 지휘봉도 ‘리빌딩 전문가’ 홀란두 프레이스타스 감독(58·포르투갈)에게 맡긴 상태다.구기 종목 중 한국 대표팀을 가장 오래 이끌고 있는 외국인 사령탑은 콜린 벨 여자 축구 대표팀 감독(62·잉글랜드)이다. 2019년부터 여자 축구 대표팀을 맡은 벨 감독은 웬만한 의사소통은 영어 대신 한국어로 할 만큼 한국 생활 적응을 마쳤다.세계 최강을 자랑하는 한국 양궁 대표팀에도 외국인 지도자가 있다. 리오 와일드 컴파운드 대표팀 감독(50·미국)이 주인공이다. 사람들이 흔히 알고 있는 양궁은 팔로 시위를 당겨 활을 쏘는 리커브이고, 컴파운드는 양 끝에 도르래를 달아 쏘는 종목이다. 한국은 올림픽 종목인 리커브와 달리 컴파운드에서는 남녀 모두 세계 랭킹 10위 안에 드는 선수가 한 명도 없을 정도로 힘을 별로 못 쓴다. 그래서 영입한 지도자가 2013년 컴파운드 세계 랭킹 2위까지 올랐던 와일드 감독이다. 아시안게임에는 리커브와 컴파운드 모두 금메달이 5개씩 걸려 있다.한국이 불모지나 다름없던 아티스틱 스위밍에서는 옥사나 피스멘나 코치(51·우크라이나)가 대표팀 수준을 한 단계 끌어올렸다는 평가를 받는다. 카누의 올렉산드르 시우코우 감독(34·우크라이나), 카약의 디미타르 이바노프 감독(48·불가리아)도 태극전사들의 기량 향상에 힘을 쏟고 있다.세사르 에르난데스 곤살레스 여자배구 대표팀 감독(46·스페인)은 이번 대회를 통해 명예회복을 노린다. 한국 여자 배구 대표팀은 2022년 세사르 감독 부임 후 5승 38패(승률 11.6%)에 그쳤다. 세사르 감독은 “파리 올림픽 본선 진출권을 따내지 못하면 책임지겠다”고 했지만 24일 끝난 예선전 결과도 7전 전패했다.스포츠에서는 선수 생활을 끝낸 뒤 지도자가 되는 게 일반적이라 지도자는 종목과 국적을 막론하고 선수보다 나이가 많은 게 보통이다. 그러나 콘택트 브리지 대표팀을 이끌고 있는 마노 안드레아 감독(39·이탈리아)은 대표팀 선수 평균 나이(53.1세)보다 열네 살 이상 어리다.대한체육회 집계에 따르면 이번 아시안게임에 한국 대표로 참가한 감독과 코치 223명 가운데 17명이 외국인이다. 외국인 지도자 중 16명은 북미 또는 유럽 출신이지만 배드민턴의 로니 아구스티누스 코치(45)는 인도네시아 국적이라 이번 대회에서 자국의 패배를 바라는 상황에 놓일 수도 있다.항저우=김배중 기자 wanted@donga.com
https://www.donga.com/news/Sports/article/all/20230926/121393063/1;‘윤학길 딸’ 윤지수, 항저우 AG 펜싱 여자 사브르 개인전 금메달 ;한국 펜싱 여자 사브르의 윤지수(서울특별시청)가 항저우 아시안게임에서 첫 개인전 금메달을 따냈다.윤지수는 26일 중국 항저우의 전자대학 체육관에서 열린 대회 여자 사브르 개인전 결승에서 중국의 사오야치를 15-10으로 꺾고 금메달을 차지했다.2014년 인천, 2018년 자카르타-팔렘방 대회에서 여자 사브르 단체전 우승으로 금메달을 목에 걸었던 윤지수는 이번 대회에서 처음으로 개인전 금메달을 획득했다.윤지수는 프로야구 롯데 자이언츠에서 활약했던 윤학길 KBO 재능기부위원의 딸로도 잘 알려져 있다.김혜린 동아닷컴 기자 sinnala8@donga.com
https://www.donga.com/news/Sports/article/all/20230926/121392902/1;김우민, 자유형 1500m 銀…박태환 이후 13년만 메달 ;한국 수영 중장거리 간판 김우민(22·강원도청)이 2022 항저우 아시안게임 자유형 1500m에서 은메달을 목에 걸었다. 김우민은 26일 중국 저장성 항저우 올림픽 스포츠센터 아쿠아틱 스포츠 아레나에서 열린 2022 항저우 아시안게임 수영 경영 남자 자유형 1500m 패스트 히트에서 15분01초07의 기록으로 2위에 올랐다. 중국의 장거리 강자 페이리웨이가 14분55초47를 기록해 금메달을 가져갔다. 동메달은 15분03초29를 기록한 다케다 쇼고(일본)의 차지가 됐다. 전날 한국 대표팀 영자로 나서 계영 800m 금메달과 아시아신기록을 합작했던 김우민은 이번 대회 첫 개인 종목에서 은메달을 일궜다.비록 금메달까지는 따지 못했으나 의미있는 메달이었다. 한국 선수가 아시안게임 남자 1500m 메달을 딴 것은 김우민이 2010년 광저우 대회 박태환 이후 13년 만이다.김우민은 올해 3월 국가대표 선발전에서 기록한 공인 개인 최고기록인 15분02초96보다는 빠른 기록을 냈다. 비공인까지 따지면 김우민의 이 종목 개인 최고기록은 지난해 10월 전국체육대회에서 기록한 14분54초25다.[항저우·서울=뉴시스]
https://www.donga.com/news/Sports/article/all/20230926/121392873/1;‘고교생’ 이은지, 25년 만에 여자 배영 메달…200m서 銅 ;‘고교생 수영 국가대표’ 이은지(17·방산고)가 짜릿한 역전 드라마를 펼치며 개인 첫 아시안게임 메달을 수확했다.이은지는 26일 중국 항저우 올림픽 스포츠센터 아쿠아틱 스포츠 아레나에서 열린 대회 여자 배영 200m 결선에서 2분09초75를 기록했다. 이은지는 펑쉬웨이(2분07초28)와 류야신(2분08초70·이상 중국)에 이어 3번째로 터치패드를 찍으며 동메달을 땄다. 2분09초75는 2분09초49의 한국기록에 불과 0.26초 뒤진 기록이다. 앞서 열린 여자 배영 200m 예선을 전체 2위(2분11초42)로 통과, 기세를 높인 이은지는 결선에서도 힘을 냈다. 동메달을 딴 과정도 극적이었다. 펑쉬웨이가 독주를 펼친 가운데 여러 선수들이 치열한 중위권 싸움을 벌였다. 150m 지점까지 4위에 자리한 이은지는 마지막 50m 구간에서 역전을 노렸다. 막판 스퍼트를 낸 이은지는 나리타 미오(일본)를 제치고 3위로 올라섰다. 그리고 힘차게 물살을 가르며 3위를 수성, 동메달 획득에 성공했다. 이은지의 마지막 50m 구간 기록은 32초62로 33초73에 그친 나리타를 1초 이상 앞섰다. 이로써 이은지는 개인 첫 국제 종합스포츠대회 첫 메달을 목에 걸었다. 이은지는 전날(25일) 출전한 여자 배영 100m 결선에서는 5위에 그쳤다.아시안게임 여자 배영에서 메달리스트를 배출한 것은 1998년 방콕 대회의 최수민(100m 동메달)과 심민지(200m 동메달) 이후 25년 만이다.이은지의 값진 동메달은 이번 항저우 대회에서 얻은 수영 7번째 메달이다.이로써 한국 수영은 2018년 자카르타·팔렘방 대회(금 1개·은 1개·동 4개)에서 따낸 메달 개수를 뛰어넘었다.(항저우(중국)=뉴스1)
https://www.donga.com/news/Sports/article/all/20230926/121391792/1;추일승호, 인니 잡고 산뜻한 출발…9년 만에 金 보인다 ;추일승 감독이 이끄는 2022 항저우 아시안게임 남자 농구 대표팀이 인도네시아와의 첫 경기에서 승리했다.추일승호는 26일 오후 6시30분(한국시간) 중국 항저우 저장대 쯔진강 캠퍼스에서 인도네시아와 조별리그 D조 첫 경기를 치러 95-55(20-8 30-23 22-13 23-11)로 승전고를 울렸다. 이전 3경기에서도 우위를 점했던 맞대결 상승세를 이날 경기까지 이었다.한국은 허훈, 양홍석, 라건아, 이우석, 이승현 등으로 선발 명단을 꾸렸고 1쿼터부터 상대를 강하게 압박해 경기를 주도했다. 시작과 동시에 허훈의 패스를 받은 양홍석이 3점 슈팅으로 포문을 열었다.한국의 공격적인 전개에 인도네시아는 다소 고전했다. 추일승호는 1쿼터에만 20점을 쏘아 올렸지만 인도네시아는 8득점에 그쳤다.이어진 쿼터에는 흐름이 반대였다. 한국은 문정현, 김종규, 김선형 등을 투입하면서 공격적인 운영을 이어갔으나, 인도네시아가 사푸테라 유다 등을 앞세워 2쿼터에만 23득점을 했다.3쿼터부터 다시 한국이 앞서갔다. 인도네시아의 집중력은 2쿼터까지였다. 양 국가 선수 개개인의 역량 차이뿐 아니라 조직력과 전술 디테일 등에서 한국이 월등히 앞섰다. 인도네시아는 눈에 띄게 체력 저하를 보이면서 더 세밀함이 떨어지는 모습을 보였다. 4쿼터 시작 1분여가 지나는 시점에는 두 팀의 간격을 30점 차까지 벌린 한국이었다. 일찌감치 승기를 잡았다. 경기 종료 2분여 시점에서는 출전한 한국 전 선수들이 득점포를 가동하는 등 인도네시아를 압도했다. 이어 1분 38초를 남겨놓고는 40점 차까지 벌렸다.허훈은 이날 단 11분만 뛰고 20득점을 하며 양 팀 통틀어 유일하게 20득점을 넘는 폭발력을 자랑했다. 김종규는 18득점 10리바운드로 더블더블까지 해냈다. 특히 김종규는 이날 야투 성공률 100%를 자랑하며 날카로운 영점을 선보였다. 라건아도 12득점 9리바운드로 공수다방면에서 빛났다.한국은 이번 대회에서 9년 만에 금메달을 노린다. 지난 2014 인천 대회 이후 금과 인연이 없는 한국이다. 직전 대회인 2018 자카르타-팔렘방 대회에선 동메달을 거머쥔 바 있다. 지난 대회의 아쉬움을 털어내듯 이번 대회 첫 경기에서 압도적인 경기력을 자랑했다.추일승호는 28일 오후 2시30분 카타르와 D조 2차전을 치른다.[서울=뉴시스]
https://www.donga.com/news/Sports/article/all/20230926/121391790/1;‘17년 만에 값진 은메달’ 럭비 7인제, 결승서 홍콩에 패 ;21년 만에 아시안게임 금메달 사냥에 나섰던 한국 남자 7인제 럭비가 값진 은메달을 목에 걸었다. 17년 만이다.이명근 감독이 이끄는 한국은 26일 오후 중국 저장성 항저우사범대 창첸 캠퍼스 경기장에서 열린 홍콩과의 2022 항저우 아시안게임 대회 남자 7인제 럭비 결승에서 7?14로 패했다.2018 자카르타-팔렘방 대회에서 금메달을 목에 건 디펜딩챔피언 홍콩은 역시 강했다. 2연패를 달성했다.조별리그(2승)와 8강, 준결승까지 4연승을 달린 한국은 21년 만에 아시안게임 정상 탈환을 노렸지만 2006 도하 대회 이후 17년 만의 은메달에 만족했다.값진 은메달이다. 7인제 럭비는 열악한 환경에서도 1998 방콕 대회, 2002 부산 대회에서 2연패를 거뒀다. 당시 아시아 강자로 평가 받았지만 비인기 종목의 소외를 받으며 긴 정체기에 빠졌다.이후 일본, 홍콩과 격차가 크게 벌어지며 정상급 위치에서 밀려났다. 도하 대회 은메달 이후 내리 세 대회에서 동메달을 목에 걸었다.팽팽하게 맞서던 한국은 전반 막판 트라이로 5점, 컨버전킥으로 2점을 추가로 허용, 0-7로 뒤지며 전반을 마쳤다.주도권을 내주며 흐름을 빼앗겼다. 후반 시작과 함께 다시 한 번 트라이와 컨버전킥으로 7점을 헌납, 0-14로 크게 뒤졌다.후반 2분 장용흥의 트라이와 김의태의 컨버전킥으로 7점을 만회, 7-14로 추격했지만 전세를 뒤집을 순 없었다.승승장구하던 2000년대 초반에도 한국 럭비는 실업팀이 겨우 4곳에 불과한 비인기스포츠였다. 한국 럭비는 2021년 최윤 대한럭비협회장 부임 이후 과감한 투자와 시스템 개선으로 조금씩 빛을 보고 있다.제일 먼저 협회 최초로 상비군팀을 신설했다.최 회장은 국내 럭비 실업팀 사장과 스포츠단장, 대학교 이사장·총장·학과장, 시도럭비협회 및 럭비부 지도자·심판 등 다양한 이해관계자들을 만나 협력을 구하고 단절된 네트워크를 재건하는데 집중했다.일환으로 2021년 국군체육부대와 국가대표 상비군팀 운영을 위한 업무 협약을 맺고 인적·물적 자원 교류를 바탕으로 우수 럭비 선수 육성에 나섰다. 이에 따라 국군체육부대는 럭비 지도관이 국가대표 코칭스태프의 일원으로 상비군팀 지도자를 겸하고 있고, 훈련을 위한 럭비구장 및 기타시설을 지원하고 있다. 협회는 상비군팀 운영을 위한 지도자와 의무트레이너 파견 및 제반 비용을 지원하고 있다.또 상비군 신설을 통해 집중적 육성과 효율적인 선수 관리를 통해 경기력 향상을 도모하고 체계적인 국가대표 선수 발굴 및 선발 시스템을 구축하게 됐다.이런 지원이 결실을 맺기 시작했다. 올해 4월 월드럭비 세븐스 챌린저 시리즈에 출전한 국가대표 상비군은 7전8기의 도전 끝에 사상 첫 승을 올렸다.이번 대회에서 한국 선수단장을 맡은 최 회장은 이날 경기장을 직접 찾아 선수들을 열렬히 응원했다. 전날 8강, 오전 준결승 때도 모두 자리를 지켰다.[항저우=뉴시스]
https://www.donga.com/news/Sports/article/all/20230926/121390249/1;유도 김하윤, 항저우 AG 여자 78kg 이상급 우승…유도 첫 ‘골드’ ;유도 대표팀 간판 김하윤(안산시청)이 항저우 아시안게임에서 금메달을 품에 안았다. 한국 유도가 이번 대회에서 금메달을 딴 건 처음이다.김하윤은 26일 중국 저장성 항저우 샤오산 린푸 체육관에서 열린 유도 여자 78kg 이상급 결승전에서 중국의 쉬스옌을 절반 승으로 꺾고 승리했다.김하윤은 경기 시작 후 40여초 만에 상대 허를 찌르는 공격으로 절반을 가져갔다. 이후 상대와 지도를 1장씩 나눠 가진 김하윤은 잡기 싸움에서 계속 우위를 가져간 끝에 금메달을 확정지었다.앞서 남자 60kg 이하급의 이하림, 81kg 이하급의 이준환이 은메달로 아쉬움을 삼키면서 한국 유도는 개인전 ‘노 골드’ 위기에 몰리기도 했으나 김하윤이 이날 대표팀에 첫 금메달을 안겼다.한편 김민종(양평군청)은 이날 항저우 아시안게임 남자 100kg 이상급 동메달 결정전에서 카자흐스탄의 크리크바이 갈림잔을 상대로 연장 승부 끝에 절반 승을 거두며 동메달을 획득했다. 김민종은 앞선 준결승에서 세계랭킹 1위 테무르 하리모프(타지키스탄)와 연장 접전 끝에 절반을 당하며 아쉽게 패했다.김혜린 동아닷컴 기자 sinnala8@donga.com
https://www.donga.com/news/Sports/article/all/20230926/121389937/2;태권도 박혜진, 여자 53kg급 ‘금빛 발차기’ ;박혜진이 2022 항저우 아시안게임에서 한국 태권도 네 번째 금메달을 목에 걸며 종주국의 자존심을 세웠다.박혜진은 26일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 2022 항저우 아시안게임 태권도 겨루기 여자 53kg 이하급 결승 경기에서 대만의 린웨이준(홍)을 2-1(7-6 7-9 12-9)로 꺾고 금메달을 따냈다.박혜진은 경기 종료 1초를 남기고 공격에 성공하면서 1라운드 역전에 성공했다. 2라운드에서는 몸통 공격을 얻어맞아 승점을 내줬다. 3라운드에서도 3-6으로 뒤지던 박혜진은 몸통 발차기 공격으로 7-6으로 승부를 뒤집었다. 이후 공격을 주도하며 12-9로 3라운드 승리를 결정지었다.이로써 한국 태권도는 이번 대회 네 번째 금메달을 품에 안았다. 앞서 지난 24일 품새 종목에서 강완진과 차예은이 나란히 금메달을 수확했다. 이어 25일에는 장준이 겨루기 남자 58kg급에서 금메달을 따냈다. 이날 박혜진이 정상에 서면서 한국 태권도는 금빛 발차기를 이어가게 됐다. 김혜린 동아닷컴 기자 sinnala8@donga.com
https://www.donga.com/news/Sports/article/all/20230926/121389757/1;끝까지 졸전 남자배구, 어렵사리 7위로 대회 마무리 ;한국 남자배구가 접전 끝에 인도네시아를 꺾고 2022 항저우 아시안게임을 7위로 마쳤다. 임도헌 감독이 이끄는 남자 배구대표팀은 26일 중국 중국 저장성 사오싱의 차이나 섬유도시 스포츠 센터 체육관에서 열린 인도네시아와의 대회 배구 남자 7위 결정전에서 3-2(29-27 19-25 25-19 21-25 15-8)로 진땀승을 거뒀다. 이로써 2006년 도하 대회 이후 17년 만에 금메달 획득을 목표로 내걸었던 ‘임도헌호’는 7위라는 초라한 성적으로 일정을 마무리했다. 한국은 아시안게임 우승을 자신하며 항저우로 떠났지만 출발부터 불안했다. 객관적인 전력에서 한 수 아래로 여긴 인도와의 첫 경기에서 충격패를 당한 한국은 12강전에서 파키스탄에 0-3 완패를 당하면서 일찌감치 메달 획득이 무산됐다. 남자배구가 아시안게임에서 노메달에 그친 것은 61년 만에 처음이다. 이후 바레인, 태국을 상대로 승리, 7위 결정전까지 올랐지만 마지막 경기도 실망스러웠다. 세계랭킹 27위인 한국은 인도네시아(57위)와 1세트부터 듀스까지 가는 접전 끝에 겨우 승리했다. 하지만 기세를 잇지 못하고 2세트를 내줬다. 3세트를 다시 잡아내며 우위를 점했지만 4세트를 빼앗겨 결국 승부는 5세트까지 이어졌다. 자칫 패배할 수 있던 상황에서 한국은 뒷심을 발휘 마지막 세트에서 승리, 7위에 자리했다. 이날 한국에서는 허수봉(현대캐피탈)이 29점으로 공격을 이끌었고 정지석(대한항공)이 15점으로 지원했다. 한편 같은 시간 일본은 바레인을 꺾고 동메달을 목에 걸었다. 결승전에는 이란과 중국이 진출, 금메달을 다툰다.(서울=뉴스1)
