url;title;content
['001', '0014219880'];태권도 겨루기 혼성단체전 은메달;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 은메달을 획득한 대한민국 김잔디, 이다빈, 박우혁, 서건우가 포즈를 취하고 있다. 오른쪽은 금메달을 차지한 중국. 2023.9.25    pdj6635@yna.co.kr
['472', '0000027965'];[아시안게임] 개막 이틀째도 '골든 데이'...수영 황선우 등 금메달 5개 추가;양재훈, 이호준, 김우민, 황선우가 25일 중국 항저우 올림픽 스포츠센터 수영장에서 열린 2022 항저우 아시안게임 수영 남자 800m 계영 결승 시상식에서 금메달을 획득한 뒤 환호하고 있다. (항저우=연합뉴스)        한국 선수단이 2022 항저우 아시안게임 개막 후 이틀 연속 금메달을 5개씩 따내며 초반 메달 레이스에서 순항을 이어갔다. 태권도와 사격, 펜싱에서 금메달을 수확한 우리나라는 격투기 및 총검술에서 강세를 보였고, 저녁에는 수영에서 금메달 2개를 보태 개막 이틀 만에 금메달 10개를 채웠다. 먼저 양재훈(강원도청), 이호준(대구시청), 김우민, 황선우(이상 강원도청) 순으로 나선 한국 남자 계영 800ｍ 대표팀은 25일 중국 저장성 항저우 올림픽센터 수영장에서 열린 결선을 7분 01초 73의 아시아 신기록으로 마무리했다. 그동안 단체전인 계영에서 은메달 4개가 최고 성적이던 우리나라는 아시안게임 최초로 계영 금메달의 새 역사를 썼다. 판잔러, 왕순, 뉴광성, 양하오위로 대표팀을 꾸린 중국이 7분 03초 40으로 2위였다. 전날 자유형 100ｍ 동메달을 딴 황선우는 자신의 두 번째 아시안게임 메달을 금빛으로 장식했고, 예선을 뛴 이유연(한국체대)과 김건우(독도스포츠단)도 금메달을 목에 걸었다. 또 앞서 열린 남자 자유형 50ｍ에서는 지유찬(대구시청)이 21초 72를 기록해 이 부문에서 한국 선수로는 21년 만에 금메달을 획득했다. 한국 선수의 아시안게임 자유형 남자 50ｍ 금메달은 2002년 부산 대회 김민석 이후 21년 만의 쾌거다. 호 이안 옌터우(홍콩)가 21초 87로 2위, 전날 자유형 100ｍ 우승자 판잔러는 21초 92로 동메달을 가져갔다. 태권도에서는 장준(한국가스공사)이 남자 58㎏급 결승에서 마흐미 하지모사에이나포티(이란)를 라운드 점수 2-0으로 꺾고 우승했다. 개막 첫날인 24일 품새 종목에서 강완진(홍천군청)과 차예은(경희대)이 나란히 금메달을 수확한 데 이어 이날은 겨루기 종목에서도 태권도 종주국의 면모를 과시했다. 2021년 도쿄 올림픽 동메달리스트 장준은 처음 출전한 아시안게임에서 우승하며 이 체급 세계 정상급 선수다운 실력을 뽐냈다. 사격에서는 남자 10ｍ 러닝타깃 정상 단체전에서 정유진(청주시청), 하광철(부산시청), 곽용빈(충남체육회)이 출전해 1천668점으로 금메달을 따냈다. 우리나라는 북한과 총점이 같았지만 10점 정중앙에 적중한 횟수에서 39-29로 앞서 우승했다. 이로써 한국은 아시안게임 사상 최초로 10ｍ 러닝타깃 단체전에서 처음 금메달을 획득했다. 펜싱에서는 이틀 연속 한국 선수들끼리 결승전이 성사됐다. 전날 여자 에페 개인전 결승에서 최인정과 송세라가 만나 최인정이 금메달을 따냈고, 이날 남자 사브르 개인전 결승에서는 오상욱(대전시청)과 구본길(국민체육진흥공단)이 맞대결해 오상욱이 금메달, 구본길이 은메달을 나눠 가졌다. 둘은 직전 대회인 자카르타·팔렘방 아시안게임 결승에서도 맞대결해 구본길이 15-14로 승리해 아시안게임 개인전 3연패를 달성했는데, 이번에는 오상욱이 시상대 맨 윗자리를 차지했다. 요트에서는 금메달 1개를 '예약'했다. 닝보 샹산 세일린센터에서 열린 남자 윈드서핑 RS:X급에 나간 조원우(해운대구청)는 12차 레이스까지 벌점 13을 기록, 남은 26일 경기 결과에 없이 금메달을 확정했다. 26일 경기에 뛰지 않더라도 조원우가 금메달을 가져간다. 다만 이 금메달은 26일 경기가 끝난 뒤에 시상식을 통해 조원우에게 수여된다. 유도에서는 남자 81㎏급 이준환(용인대)이 결승까지 진출했으나 소몬 막메드베코프(타지키스탄)에게 허벅다리 되치기 절반으로 져 준우승했다. 전날 남자 60㎏급 이하림(한국마사회)에 이어 이틀 연속 은메달이 유도에서 나왔다. 탁구 단체전 준결승에서는 우리나라 남녀 대표팀의 희비가 엇갈렸다. 남자는 이란을 3-0으로 물리치고 결승에 진출, 1986년 서울 대회부터 10회 연속 아시안게임 단체전 결승에 올라 26일 '만리장성' 중국과 결승전을 치른다. 반면 여자 대표팀은 일본과 4강에서 1-3으로 패배, 1990년 베이징 대회 은메달 이후 33년째 아시안게임 단체전 결승에 나가지 못하게 됐다. 여자축구에서는 지소연(수원FC)이 A매치 150경기 출전 기록을 세운 가운데 한국이 손화연(현대제철)의 해트트릭을 앞세워 필리핀을 5-1로 꺾고 2연승, 8강 진출을 확정했다. 전날 동메달 1개를 따낸 북한은 이날 유도 여자 70㎏급 문성희와 사격 남자 10ｍ 러닝타깃 단체전에서 은메달을 수확했고, 체조 여자 단체전에서 동메달을 보탰다. 한국은 개막 이틀째인 25일까지 금메달 10개, 은메달 10개, 동메달 13개로 메달 순위 2위에 올라 있다. 중국이 금메달 39개로 압도적인 선두에 나섰으며 일본이 금메달 5개, 은메달 14개, 동메달 12개로 한국의 뒤를 3위다. 북한은 은메달 2개, 동메달 2개로 13위다.
['001', '0014219877'];공격하는 이다빈;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 대한민국 이다빈이 공격하고 있다. 2023.9.25    pdj6635@yna.co.kr
['001', '0014219876'];공격하는 이다빈;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 대한민국 이다빈이 공격하고 있다. 2023.9.25    pdj6635@yna.co.kr
['001', '0014219875'];빈틈 노린 서건우;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 대한민국 서건우가 공격하고 있다. 2023.9.25    pdj6635@yna.co.kr
['001', '0014219874'];빈틈 노린 서건우;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 대한민국 서건우가 공격하고 있다. 2023.9.25    pdj6635@yna.co.kr
['001', '0014219873'];공격하는 박우혁;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 대한민국 박우혁이 공격하고 있다. 2023.9.25    pdj6635@yna.co.kr
['001', '0014219872'];태권도 겨루기 혼성단체전;(항저우=연합뉴스) 박동주 기자 = 25일 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 항저우 아시안게임 태권도 겨루기 혼성단체전 결승전에서 대한민국 김잔디가 공격하고 있다. 2023.9.25    pdj6635@yna.co.kr
['109', '0004934482'];[사진]지유찬,'신기록도 금메달도 모두';[OSEN=항저우(중국), 김성락 기자] 25일 오후 올림픽 스포츠센터 수영장에서  '제19회 항저우아시안게임' 남자 자유형 50m 결승전 경기가 열렸다. 한국 대표팀 지유찬이 21.72초로 금메달을 획득, 관계자와 기쁨을 나누고 있다. 2023.09.25 / ksl0919@osen.co.kr
['109', '0004934481'];[사진]금메달 지유찬,'웃으며 불끈';[OSEN=항저우(중국), 김성락 기자] 25일 오후 올림픽 스포츠센터 수영장에서  '제19회 항저우아시안게임' 남자 자유형 50m 결승전 경기가 열렸다. 한국 대표팀 지유찬이 21.72초로 금메달을 획득, 기뻐하고 있다. 2023.09.25 / ksl0919@osen.co.kr
