oid;aid;title;subContent;thumbnail;dateTime;content
109;0004926483;스포츠윤리센터, 체육계 비리·학폭 조회 가능 '징계정보시스템 설명회';[OSEN=강필주 기자] 스포츠윤리센터(이사장 이은정)는 징계정보시스템 구축이 완료됨에 따라 체육단체 담당자, 교육부 산하 체육 업무 담당자 등을 대상으로 징계정보시스템에 대한 이해도를 높이고자 지난 11일과 12일 이틀에 걸쳐 징계정보시스템 설명회를 개최했다.11일 오후 2시 서울(서울올림픽파크텔 올림피아홀), 12일...;https://imgnews.pstatic.net/image/thumb154/109/2023/09/13/4926483.jpg;2023-09-13T23:59:21;[OSEN=강필주 기자] 스포츠윤리센터(이사장 이은정)는 징계정보시스템 구축이 완료됨에 따라 체육단체 담당자, 교육부 산하 체육 업무 담당자 등을 대상으로 징계정보시스템에 대한 이해도를 높이고자 지난 11일과 12일 이틀에 걸쳐 징계정보시스템 설명회를 개최했다.11일 오후 2시 서울(서울올림픽파크텔 올림피아홀), 12일 오후 2시 대전(DCC 대전컨벤션센터 제1전시장 3층 컨퍼런스홀)에서 각각 열린 이번 설명회에는 관련 담당자들 약 300여명이 참여하는 등 성황리에 설명회가 진행됐다.징계정보시스템은 국민체육진흥법 제18조의13(징계정보시스템의 구축·운영 등) 제④항에 따라 체육회 등의 장은 선수, 체육지도자, 심판 및 임직원과 채용계약(재계약 포함) 시 스포츠윤리센터를 통한 '징계사실유무확인서' 발급 의무화에 따라 체육계 인권침해 재발 방지를 위해 체육계 징계정보를 통합 관리할 수 있는 시스템이다.징계사실유무확인서 발급 대상은 체육회 등 채용계약을 체결하는 선수·체육지도자·심판 및 임직원으로 징계정보시스템에 접속 후 개인이 직접 신청해 발급 받을 수 있다. /letmeout@osen.co.kr
023;0003787657;女테니스 세계 5위 페굴라와 ‘세리나 언니’ 비너스, 다음달에 한국 온다;내달 7일부터 코리아오픈 열려 여자 프로테니스(WTA) 투어 세계 5위 제시카 페굴라(29·미국)를 포함한 톱 랭커들이 한국에 온다.여자 테니스의 제시카 페굴라(왼쪽)와 비너스 윌리엄스. 이들이 내달 한국을 찾는다. /AFP연합뉴스 무대는 다음달 7일부터 15일까지 서울 올림픽공원에서 열리는 WTA 투어 하나은행 코리아오...;https://imgnews.pstatic.net/image/thumb154/023/2023/09/13/3787657.jpg;2023-09-13T23:54:09;내달 7일부터 코리아오픈 열려여자 프로테니스(WTA) 투어 세계 5위 제시카 페굴라(29·미국)를 포함한 톱 랭커들이 한국에 온다.여자 테니스의 제시카 페굴라(왼쪽)와 비너스 윌리엄스. 이들이 내달 한국을 찾는다. /AFP연합뉴스무대는 다음달 7일부터 15일까지 서울 올림픽공원에서 열리는 WTA 투어 하나은행 코리아오픈이다.대회 조직위원회가 13일 발표한 명단엔 페굴라를 비롯해 2017년 우승자 옐레나 오스타펜코(26·라트비아·16위), 작년 우승자 에카테리나 알렉산드로바(29·러시아·19위), 베아트리스 아다드 마이아(27·브라질·20위) 등 세계 랭킹 20위 이내의 강자 4명이 포함돼 있다. 또 세계 1위 출신 베테랑 비너스 윌리엄스(43·미국·411위)도 대회를 찾는다.올해 US오픈에서의 제시카 페굴라. /AFP연합뉴스1번 시드를 받는 페굴라는 최근 기량이 만개했다. 가장 유력한 우승후보로 분석된다. 한국계 미국인이기도 한 그는 탄탄한 체격(170㎝·68㎏)에서 뿜어져 나오는 정교한 백핸드 스트로크가 일품이다. 지난해 10월 커리어 최고인 단식 세계 3위까지 오른 그는 올해 메이저 대회(호주오픈·프랑스오픈·윔블던·US오픈) 호주오픈 및 윔블던 여자단식에선 8강까지 진출했다. 지난 8월엔 메이저 대회 바로 아래 등급에 해당하는 WTA 1000시리즈 중 하나인 캐나다오픈 정상에 올랐다. 20대 후반에 전성기를 맞고 있는 셈이다.페굴라는 실력으로 이름을 날리기 전까진 미국에서도 손꼽히는 거부(巨富)인 부모 등 집안 배경으로 화제를 모았다. 그의 아버지 테리(72)는 천연가스 개발 등으로 돈을 모아 67억달러(약 8조9000억)에 달하는 재산 가치를 지녀 미 경제지 포브스(Forbes) 선정 미국 갑부 128위에 오른 인물이고, 어머니 킴(54)은 1969년 서울에서 태어났지만 다섯 살이었던 1974년 미국으로 입양된 한국계 입양아다. 1993년 테리와 백년가약을 맺었다.이러한 집안 내력으로 인해 페굴라는 2019년 서울에서 열린 코리아오픈에서 자신을 “하프 코리안(half-Korean)”이라고 소개하기도 했다. 그는 4년 만에 다시 코리아오픈에 나선다. 페굴라는 대회 기간에 팬 미팅 행사도 가질 예정이다.올해 US오픈 16강에서 이가 시비옹테크를 꺾은 옐레나 오스타펜코. /AFP연합뉴스코리아오픈 ‘단골’인 오스타펜코 역시 올해 대회를 놓치지 않는다. 2017년 프랑스오픈 우승자 출신인 오스타펜코는 그해부터 3년 연속으로 코리아오픈에 나와 국내 팬들에게 특히 친숙한 선수다. 최근 막을 내린 US오픈에선 당시 세계 1위였던 이가 시비옹테크(22·폴란드)를 16강에서 꺾고 8강까지 진출하는 등 이변의 주인공으로 이름을 남기기도 했다. 강력한 포핸드 스트로크가 주무기다. 작년 코리아오픈에선 준우승했다.코리아오픈 디펜딩 챔피언 에카테리나 알렉산드로바. /AP연합뉴스알렉산드로바는 작년 코리아오픈에서 우승한 ‘디펜딩 챔피언’으로 타이틀 방어를 위해 방한한다. 레바논계 브라질 선수인 아다드 마이아는 지난 6월 프랑스오픈에서 4강까지 진출하는 돌풍을 바탕으로 커리어 최고인 단식 10위까지 올랐다. 왼손잡이인 그는 큰 키(185cm)에서 뿜어져 나오는 서브가 일품이다.베아트리스 아다드 마이아. /AP연합뉴스2007년 이 대회 우승자 출신이기도 한 윌리엄스는 역대 최고 여자 테니스 선수 중 한 명으로 꼽히는 세리나 윌리엄스(42·미국·은퇴)의 언니다. 여자 테니스 현역 최고령 선수이기도 한 윌리엄스가 쌓은 커리어도 압도적이다. 그는 메이저 대회 단식에서 7회 우승했고, 복식에선 동생 세리나와 함께 총 14회 우승을 합작했다. 올림픽 복식에선 3회(2000 시드니, 2008 베이징, 2012 런던) 금메달을 목에 걸었다. 맞붙는 상대들과는 대개 나이로 띠동갑 이상 차이가 나지만 윌리엄스는 혈기 대신 노련미로 승부를 보며 도전을 이어가고 있다. 지난달엔 당시 4년 만에 ‘톱 20′ 순위권 이내의 선수에게 승리하기도 했다.비너스 윌리엄스. /AFP연합뉴스코리아오픈은 한국 유일의 WTA 투어 대회로 2004년 시작했다. 올해로 20주년을 맞는다. 안방에서 선진 테니스를 볼 기회가 많지 않은 국내 팬들에게는 세계적인 선수들의 빛나는 플레이를 직접 지켜볼 수 있는 소중한 무대이기도 하다.코리아오픈은 올해까지는 WTA 250 대회로 열리지만, 내년부터는 한 단계 등급 위인 WTA 500 대회로 승격돼 더욱 이름값 높은 선수들이 서울을 찾을 것으로 보인다. 세계 곳곳에 ‘K-문화’가 보급되며 많은 선수들이 한국 방문에 관심을 가지는 것으로 알려졌다.한편 이번 대회 티켓 구매는 14일 오후 6시부터 하나은행 모바일앱인 하나원큐에서 할 수 있다.
056;0011565712;“태백시 스포츠재단 설립 철회” 요구…“내년 안에 설립”;[KBS 강릉] [앵커] 태백시가 추진하는 '태백시 스포츠재단' 설립을 놓고, 태백시체육회와 태백시 간 갈등이 커지고 있습니다. 태백시체육회가 스포츠재단 설립 철회를 요구하지만, 태백시는 차질없이 추진하겠다고 맞서고 있습니다. 정창환 기자의 보도입니다. [리포트] 강원도 18개 시군 체육회장들은 지난주 모임을 갖고, 일부...;https://imgnews.pstatic.net/image/thumb154/056/2023/09/13/11565712.jpg;2023-09-13T23:50:34;"[KBS 강릉] [앵커] 태백시가 추진하는  '태백시 스포츠재단' 설립을 놓고,  태백시체육회와 태백시 간 갈등이 커지고 있습니다. 태백시체육회가 스포츠재단 설립 철회를 요구하지만,  태백시는 차질없이 추진하겠다고 맞서고 있습니다. 정창환 기자의 보도입니다. [리포트] 강원도 18개 시군 체육회장들은  지난주 모임을 갖고, 일부 시군의 스포츠재단 설립에 대해  강한 유감을 표시했습니다. 스포츠재단이  지방 체육회와 중복된 업무를 하면서 민선 체육회 제도와 대한민국 체육을 퇴행시킨다는 겁니다. 또, 스포츠재단이 설립된 시군에는  도 단위 체육대회 등의 출전과 대회 유치를 오는 11월부터 거부하기로 했습니다. 태백시체육회는 이를 계기로  태백시가 추진하는 스포츠재단 설립에  반대한다고 밝혔습니다.  [류철호/태백시체육회장  :  ""국민체육진흥법 제33조에서 정한 체육회 고유 업무를 가져가서 스포츠재단을 만든다는 것은 말이 안 됩니다.  지금이라도 스포츠재단 설립 계획을 즉각 철회할 것을 태백시에 강력히 요청합니다.""] 태백시는  스포츠산업 확대 육성을 위한  전문 기구로서  스포츠재단이 필요하다며, 체육회 고유 업무를 제외한 다양한 스포츠 업무를 수행할 거라고 밝혔습니다. 특히, 체육대회 유치를 위한 지방 보조금의 한도 초과로 생기는 지방 교부세 제한 등의 문제를  해결할 수 있다고 주장합니다. 태백시 자료에 따르면, '스포츠재단'은 직원 35명 규모에, 연간 80억 원 안팎의 출연금이  투입될 전망인데, 벌써부터 중복 투자 우려가 제기됩니다.  [심창보/태백시의회 의원  :  ""체육회가 있는데도 불구하고 80억 원 이상 예산을 투입해서 스포츠재단을 만든다는 것은 도저히 납득이 안 갑니다, 추후에 이 문제에 대해 검토해볼 사항입니다.""] 더구나,  시군 체육회장들의 결의에 따라, 태백시가 유치하는 전국이나 도 단위 체육대회 수가  많이 줄어들 것이라는 우려가 나옵니다. 태백시가 지난해 유치한 도 단위 체육대회는 22개 대회입니다. 스포츠재단 갈등이 지속된다면 이들 대회의 유치가 어려워질 수 있습니다. 태백시는 이 같은 반발과 우려에도  늦어도 내년 하반기에  스포츠재단을 설립한다는 방침이고, 태백시체육회는 재단 설립 시  법적인 대응을 경고했습니다. KBS 뉴스 정창환입니다. 촬영기자:최진호"
023;0003787654;거제시청 이다현, 통산 20번째 女무궁화장사 등극;여자 씨름 간판 이다현(31·거제시청)이 통산 20번째 무궁화장사 타이틀을 거머쥐었다.2023 추석장사씨름대회 여자부 무궁화장사 이다현. /대한씨름협회 이다현은 13일 경기 수원체육관에서 열린 2023 추석장사씨름대회 무궁화장사(80㎏ 이하) 결정전(3판2승제)에서 임정수(33·괴산군청)를 밀어치기와 들배지기로 연달아 눕...;https://imgnews.pstatic.net/image/thumb154/023/2023/09/13/3787654.jpg;2023-09-13T22:48:10;여자 씨름 간판 이다현(31·거제시청)이 통산 20번째 무궁화장사 타이틀을 거머쥐었다.2023 추석장사씨름대회 여자부 무궁화장사 이다현. /대한씨름협회이다현은 13일 경기 수원체육관에서 열린 2023 추석장사씨름대회 무궁화장사(80㎏ 이하) 결정전(3판2승제)에서 임정수(33·괴산군청)를 밀어치기와 들배지기로 연달아 눕혀 대회 2연패를 달성하고, 통산 20번째 무궁화장사에 등극했다.2023 추석장사씨름대회에서 여자부 각 체급 황소트로피의 주인공. 양윤서(왼쪽부터), 박민지, 이다현. /대한씨름협회이날 여자부 다른 체급 경기에서도 황소트로피의 주인공이 나왔다.2023 추석장사씨름대회 여자부 매화장사 양윤서. /대한씨름협회양윤서(33·영동군청)는 대회 매화장사(60㎏ 이하) 결정전에서 김은별(28·안산시청)을 쓰러뜨리고 우승했다. 김은별을 상대로 먼저 잡채기에 성공하며 기선을 제압한 양윤서는 이후 밭다리걸기를 내줬다. 그러나 전열을 가다듬은 양윤서는 곧바로 밀어치기에 성공해 2대1로 김은별을 누르고 개인 통산 19번째 매화장사에 등극했다.2023 추석장사씨름대회 여자부 국화장사 박민지. /대한씨름협회국화장사(70㎏ 이하) 결정전에선 박민지(33·영동군청)가 이재하(28·안산시청)를 제압하고 가장 높은 자리에 올랐다. 밀어치기로 먼저 앞서 나간 박민지는 이후 안다리를 허용했다. 그러나 뜻밖의 변수가 두 선수의 운명을 갈랐다. 세 번째 판에서 주심 불응 경고 누적으로 이재하의 패가 자동 선언돼 박민지가 승리했다.2023 추석장사씨름대회 여자부 단체전 우승팀인 거제시청 선수단. /대한씨름협회한편 단체전에선 최석이 감독이 이끄는 거제시청(경상남도)이 구례군청(전라남도)을 3대2로 꺾고 우승을 차지했다.
016;0002197401;조한승, 2년 연속 최정 꺾고 신사 대 숙녀 대회 우승확정;신사팀을 2년 연속 우승으로 이끈 조한승 9단.[한국기원 제공][헤럴드경제=김성진 기자] 조한승 9단이 2년 연속 신사팀의 우승수호신이 됐다.신사팀의 마지막 주자로 나선 조한승이 숙녀팀의 최종주자 최정 9단을 누르고 지지옥션배 신사 대 숙녀 연승대항전 우승을 확정지었다.조한승은13일 서울 성동구 한국기원 바둑TV 스튜디오...;https://imgnews.pstatic.net/image/thumb154/016/2023/09/13/2197401.jpg;2023-09-13T22:29:01;신사팀을 2년 연속 우승으로 이끈 조한승 9단.[한국기원 제공][헤럴드경제=김성진 기자] 조한승 9단이 2년 연속 신사팀의 우승수호신이 됐다.신사팀의 마지막 주자로 나선 조한승이 숙녀팀의 최종주자 최정 9단을 누르고 지지옥션배 신사 대 숙녀 연승대항전 우승을 확정지었다.조한승은13일 서울 성동구 한국기원 바둑TV 스튜디오에서 열린 제17기 지지옥션배 신사 대 숙녀 연승대항전 본선 23국에서 최정 9단에게 226수 만에 백 불계승을 거뒀다. 이로써 최종 스코어 12대11로 신사팀이 2년 연속 우승을 결정지었다. 조한승은 지난해에도 최종국에서 최정을 상대로 반집승을 거둬 신사팀을 우승으로 이끈 바 있다.대국 후 복기하는 조한승(왼쪽)과 최정.[한국기원 제공]이로써 신사팀은 통산 8번째 우승을 거뒀고, 숙녀팀은 2연속 분루를 삼켰지만 9차례 우승으로 리드하고 있다.작년에 이어 올해도 후원사 시드를 받으며 본선에 합류한 조한승은 대국 이후 “사실 큰 기대를 안했는데 우승을 하게되어 기쁘고, 확실히 해가 갈수록 신사팀이 불리하다보니까 신사팀을 응원해주시는 분들이 많으실거라 생각하고 덕분에 이길 수 있었던 것 같다”고 소감을 밝혔다.이 대회는 남자 만 40세이상(1983년 이전 출생 기사)기사와 여자 기사 각 12명씩 나서 연승전으로 우승팀을 가린다.지난 6월 시작된 이번 대회에서는 신사팀의 첫 주자 이정우 9단이 6연승으로 돌풍을 일으켰고, 숙녀팀 김채영 9단이 5연승, 다시 신사팀 안조영 9단이 3연승을 거두면서 10-6까지 앞섰다. 그러나 김은지 6단이 2연승을 거두고 최정이 3연승을 거두면서 11-11로 맞선 상태에서 이번 대국이 펼쳐졌다.우승한 남자팀에는 1억2000만원이 주어지고, 3연승시 200만원 이후 1승이 추가될 때마다 100만원 추가로 지급된다.
056;0011565665;충청권 하계U대회 조직위 출범;[KBS 대전]2027 충청권 하계세계대학경기대회 조직위원회가 현판식을 열고 공식 출범했습니다.지난 6월 문화체육관광부로부터 법인 설립 인가를 받은 조직위원회는 세종시 어진동에 사무처를 꾸리고 기본계획 수립 등 대회 준비를 시작했습니다.조직위는 대회 홍보와 시설 구축, 국제대학스포츠연맹 협력사업 등 대회 준비에 속도를 낼...;https://imgnews.pstatic.net/image/thumb154/056/2023/09/13/11565665.jpg;2023-09-13T22:02:24;[KBS 대전]2027 충청권 하계세계대학경기대회 조직위원회가 현판식을 열고 공식 출범했습니다.지난 6월 문화체육관광부로부터 법인 설립 인가를 받은 조직위원회는 세종시 어진동에 사무처를 꾸리고 기본계획 수립 등 대회 준비를 시작했습니다.조직위는 대회 홍보와 시설 구축, 국제대학스포츠연맹 협력사업 등 대회 준비에 속도를 낼 계획입니다.
370;0000008418;조한승, 또다시 최정 제압… 신사팀 2연속 우승;신사팀 주장과 숙녀팀 주장이 벌인 우승결정전에서 조한승 9단(왼쪽)이 최정 9단을 꺾었다. 최정 9단은 전기 최종국 반집패를 설욕하지 못했다.제17기 지지옥션배 연승대항전 23국조한승, 최정 꺾고 신사팀 우승 결정(한게임바둑=한창규 기자) 올해의 우승종결자도 조한승 9단이었다. '막내 신사' 조한승 9단이 또 한 번 최정...;https://imgnews.pstatic.net/image/thumb154/370/2023/09/13/8418.jpg;2023-09-13T21:41:45;"제17기 지지옥션배 연승대항전 23국조한승, 최정 꺾고 신사팀 우승 결정(한게임바둑=한창규 기자) 올해의 우승종결자도 조한승 9단이었다. '막내 신사' 조한승 9단이 또 한 번 최정 9단을 꺾고 신사팀 우승을 결정지었다. 3연승을 달려 왔던 최정 9단의 '지지대첩'은 완성되지 않았다.최정 9단은 숙녀팀 최종 주자, 조한승 9단은 신사팀 최종 주자. 지지옥션배 사상 주장 대결로 우승팀을 가리기는 2년 연속, 통산 네 번째다.조한승 9단은 13일 저녁 바둑TV 스튜디오에서 열린 제17기 지지옥션배 신사 대 숙녀 연승대항전 최종 23국에서 226수 만의 불계승으로 최정 9단을 돌려세웠다. 시종 형세를 리드하며 완승의 흐름을 보여주었다.전기 대회 최종 23국에서 조한승 9단에게 반집패하며 분루를 삼켰던 최정 9단은 1년 만에 찾아온 설욕전을 성공시키지 못했다. 상대전적에서도 조한승 9단이 5승3패로 우위를 지켰다.신사팀과 숙녀팀이 12대12 단체전으로 자웅을 겨루는 '반상의 성대결' 지지옥션배는 우승팀이 1억2000만원의 상금을 독차지하는 서바이벌 연승전이다. 준우승팀에는 한푼도 지급되지 않는다.최종 스코어는 신사팀이 12승, 숙녀팀이 11승. 양 팀 선수들이 모두 나와서 마지막 23국까지 가는 승부를 펼친 끝에 간발의 차로 우승팀이 가려졌다.이번 대회에서 신사팀은 개막하자마자 6연승을 달리며 7대1, 10대6 등의 스코어로 줄곧 앞서 왔다. 이 같은 리드가 최정 9단에게 3연패를 당하면서 11대11로 첫 동점을 허용했다. 여기서 신사팀의 막내 조한승 9단이 2년 연속 최정 9단을 제압하고 우승을 결정하는 드라마를 썼다. 지지옥션배 통산 전적은 4전 전승이 됐다.국후 조한승 9단은 ""초반에는 괜찮다고 생각했는데 중반에 대마를 살리는 과정에서 패모양이 나면서 조금 당했다고 보았다. 흑이 작은 팻감을 쓴 것 같다""는 감상과 함께 ""크게 기대하지 않았는데 이기게 되어 기쁘고, 해가 갈수록 신사팀이 불리하다 보니까 많은 분들이 응원해 주신 덕분에 이길 수 있었던 것 같다""는 소감을 말했다.신사팀 선수들은 추석 명절을 앞두고 1000만원씩 챙겼다. 통산 우승 횟수는 신사팀 8회, 숙녀팀 9회. 신사팀은 2ㆍ3ㆍ5ㆍ7ㆍ10ㆍ13ㆍ16ㆍ17기를, 숙녀팀은 1ㆍ4ㆍ6ㆍ8ㆍ9ㆍ11ㆍ12ㆍ14ㆍ15기를 우승했다."
660;0000044719;"""항저우야! 기다려라!"" 광주·전남 태극전사 '선전' 기대";"【 앵커멘트 】개막이 열흘 앞으로 다가온 항저우 아시안게임 에는 근대5종의 전웅태, 양궁의 안산, 배드민턴의 안세영 등 광주&middot;전남 간판 선수들이 대거 출전합니다. 조선대학교 농구부 감독인 강양현 감독 또한 3대 3 농구 대표팀 감독으로 이름을 올렸는데요.지역민들도 선수들을 향한 응원과 함께 선전을 기원했습니다...";https://imgnews.pstatic.net/image/thumb154/660/2023/09/13/44719.jpg;2023-09-13T21:36:28;"【 앵커멘트 】개막이 열흘 앞으로 다가온 항저우 아시안게임 에는 근대5종의 전웅태, 양궁의 안산, 배드민턴의 안세영 등 광주·전남 간판 선수들이 대거 출전합니다. 조선대학교 농구부 감독인 강양현 감독 또한 3대 3 농구 대표팀 감독으로 이름을 올렸는데요.지역민들도 선수들을 향한 응원과 함께 선전을 기원했습니다.정의진 기자입니다.【 기자 】이번 항저우 아시안게임에서 가장 기대를 모으는 건 대한민국 근대5종 역사상 처음으로 올림픽 시상대에 선 광주광역시청 소속의 전웅태 선수입니다.개회식 다음 날인 24일 결승을 치르는 만큼, 한국 선수단에 가장 먼저 메달 소식을 안겨줄 것으로 점쳐지고 있습니다.지난 2021년부터 3년 연속 근대5종 국제대회에서 메달권 성적을 낸 전남도청의 서창완 선수도 주목을 받고 있습니다.2020 도쿄 올림픽 양궁 3관왕에 빛나는 광주여대의 안산 선수와 최미선 선수 등도 '양궁 명가'의 자존심을 지켜낼 것으로 기대됩니다.광주 체육중과 체육고를 나온 배드민턴 여제, 안세영 선수에 대한 관심도 뜨겁습니다.성인 무대에 진입한 지난 2018년부터 가파른 성장세를 보이며, 지난달엔 세계랭킹 1위까지 거머쥐었습니다.자신감에 찬 출사표도 던졌습니다.▶ 인터뷰 : 안세영 / 배드민턴 국가대표- ""자신감도 얻고 좋은 시너지도 얻고 가는 것 같아서 충분히 아시안게임도 잘할 수 있을 거라고 생각하고 있습니다.""조선대학교 농구부 감독을 맡고 있는 강양현 감독은 이번 아시안게임에서 3X3 농구 대표팀을 이끌고 출전합니다.▶ 인터뷰 : 강양현 / 3X3 농구 대표팀 감독- ""광주 시민 여러분들이 많이 응원해 주셔서 대단히 감사하다고 생각하고, 저희가 너무 준비를 잘했기 때문에 잘 싸워서 좋은 결과 갖고 오겠습니다.""아시아 최고를 가리는 국제무대에서 활약하게 될 광주·전남 태극선수들은 모두 60여 명입니다. 광주ㆍ전남 지역민들은 선전을 기대하며 힘찬 응원을 약속했습니다. ▶ 인터뷰 : 김형욱 / 광주광역시 월계동- ""너무 자랑스럽고 힘차게 잘해서 이번 항저우 아시안게임에서 꼭 1등 해서 금메달 땄으면 좋겠습니다. 안세영 선수 파이팅!""<이펙트>▶ 싱크 : .- ""대한민국 선수단 여러분 응원합니다. 파이팅!""KBC 정의진입니다.#항저우아시안게임 #전웅태 #서창완 #안세영 #안산 #최미선 #강양현"
437;0000359446;테니스 전설 맞는 세르비아…따듯한 환영에 '뜨거운 눈물';[조코비치! 조코비치!]수천명의 세르비아 사람들 앞에서 조코비치가 US오픈 우승컵을 번쩍 들어 올립니다.역대 최다승 타이기록을 쓰며 전설이 되어버린 이 선수를 사람들이 연호하죠.따뜻한 환영에 눈물을 글썽이며 감사 인사를 하더니 오열하고 말았습니다.원래 이 행사는 농구 월드컵에서 은메달을 딴 세르비아 대표팀을 환영하는 자리...;https://imgnews.pstatic.net/image/thumb154/437/2023/09/13/359446.jpg;2023-09-13T21:17:01;[조코비치! 조코비치!]수천명의 세르비아 사람들 앞에서 조코비치가 US오픈 우승컵을 번쩍 들어 올립니다.역대 최다승 타이기록을 쓰며 전설이 되어버린 이 선수를 사람들이 연호하죠.따뜻한 환영에 눈물을 글썽이며 감사 인사를 하더니 오열하고 말았습니다.원래 이 행사는 농구 월드컵에서 은메달을 딴 세르비아 대표팀을 환영하는 자리였는데요, 초대를 받은 테니스 황제가 주인공이 돼버렸습니다.
055;0001089588;국내 1호 '하이다이버', 한강에서 '이색 도전';"&lt;앵커&gt;국내 최초이자 유일한 하이다이빙 선수인 최병화 선수, 저희가 지난 7월에 소개해 드렸었는데요. 오늘(13일) 서울 한강의 양화대교에서 뛰어내리는 이색 도전에 나섰습니다. 김형열 기자입니다.&lt;기자&gt;쏟아지는 빗속에 높이 18m 양화대교 위에서 최병화가 흥겹게 몸을 흔듭니다.그리고 힘차게 기합을 넣...";https://imgnews.pstatic.net/image/thumb154/055/2023/09/13/1089588.jpg;2023-09-13T21:08:36;<앵커>국내 최초이자 유일한 하이다이빙 선수인 최병화 선수, 저희가 지난 7월에 소개해 드렸었는데요. 오늘(13일) 서울 한강의 양화대교에서 뛰어내리는 이색 도전에 나섰습니다. 김형열 기자입니다.<기자>쏟아지는 빗속에 높이 18m 양화대교 위에서 최병화가 흥겹게 몸을 흔듭니다.그리고 힘차게 기합을 넣은 뒤,[와우!]허공을 향해 거침없이 몸을 날립니다.모두 세 차례 다이빙을 뛴 최병화는 세 번 모두 안전하고 깔끔하게 마무리한 뒤, 혹시 모를 사고에 대비해 대기하고 있던 의료진, 구조인력과 손을 맞추고 환호했습니다.[최병화/대한민국 '1호 하이다이버' : 너무 신이 나서 이 흥분을 주체하느라고 오늘 조금 쉽지가 않았습니다. 그 정도로 저한테는 기쁘고 행복하고 뜻깊은 날이었습니다.]최병화는 남자 선수의 경우 27m, 아파트 10층 높이에서 뛰어내리는 하이다이빙 종목의 국내 최초이자 유일한 선수입니다.불굴의 도전 끝에 지난 7월 일본에서 열린 세계수영선수권에도 출전해 한국 다이빙 역사에 새 이정표를 세우기도 했습니다.하이다이빙의 매력을 널리 알리기 위해, 익스트림 스포츠인 절벽 다이빙 전문 선수 2명과 함께 오늘 한강에서 펼쳐진 특별 이벤트에 참가한 겁니다.[최병화/대한민국 '1호 하이다이버' : 많은 분께 '하이다이빙' 이런 스포츠가 있다는 것을 알려 드리고 '(제가) 어떤 개척자로서의 역할을 할 수 있지 않을까'라고 생각합니다.]앞으로도 꿈을 향한 도전을 힘차게 이어가겠다며, 열흘 앞으로 다가온 항저우 아시안게임에 출전할 선수들에게도 응원 메시지를 전했습니다.[최병화/대한민국 '1호 하이다이버' : 항저우 아시안게임에 임하는 대한민국 국가대표 선수단 여러분 파이팅!!!](영상취재 : 이병주, 영상편집 : 김종태, CG : 박천웅)
